Time,Current,Spin Coating,Increasing PPM,Temperature,Repeat Sensor Use,Concentration
49,-0.189,0,1,25,1,1.05
49,-0.131,0,1,25,1,0.73
49,-0.213,0,1,30.1,1,0.94
49,-0.157,0,1,20.4,1,0.84
49,-0.148,0,1,20.2,1,0.86
49,-0.239,0,1,30,1,0.87
49,-0.245,0,1,30.2,1,0.81
49,-0.174,0,1,25.1,1,0.84
49,-0.15,0,1,20.7,1,0.93
49,-0.22,1,1,22,1,0.9
49,-1.06,1,1,22,1,2.8
49,-1.98,1,1,22,1,4.8
49,-2.86,1,1,22,1,6.8
49,-3.68,1,1,22,1,8.4
49,-4.2,1,1,22,1,9.7
49,-4.44,1,0,22,1,8.6
49,-3.65,1,0,22,1,8
50,-0.137,0,1,22,1,0.6
50,-0.161,0,1,22,1,0.7
50,-0.175,0,1,22,1,0.56
50,-0.392,0,1,22,1,1.49
50,-0.441,0,1,22,1,1.63
50,-0.431,0,1,22,1,1.88
50,-0.737,0,1,22,1,3.37
50,-0.829,0,1,22,1,3.75
50,-0.849,0,1,22,1,4.02
50,-1.34,0,1,22,1,6.15
50,-1.46,0,1,22,1,6.06
50,-1.48,0,1,22,1,6.47
50,-0.83,0,0,22,1,4.1
50,-0.779,0,0,22,1,3.64
50,-0.728,0,0,22,1,3.6
50,-0.264,0,0,22,1,0.85
50,-0.258,0,0,22,1,0.7
50,-0.643,0,1,22,1,2.79
50,-1.08,0,1,22,1,4.36
50,-0.311,0,0,22,1,0.6
50,-0.311,0,0,22,1,0.68
50,-0.0749,0,1,22,1,0.77
50,-0.368,0,1,22,1,2.16
50,-0.952,0,1,22,1,4.88
50,-1.29,0,1,22,1,7.62
50,-1.23,0,0,22,1,6.48
50,-0.186,0,1,22,1,0.73
50,-0.287,0,1,22,1,1.42
50,-0.421,0,1,22,1,2.72
50,-0.832,0,1,22,1,3.95
50,-0.966,0,1,22,1,4.85
50,-1.17,0,1,22,1,5.73
50,-1.3,0,1,22,1,6.47
50,-2.1,0,1,22,1,9.45
50,-1.68,0,0,22,1,7.62
50,-1.3,0,0,22,1,6.64
50,-0.932,0,0,22,1,4.75
50,-0.859,0,0,22,1,4.01
50,-0.64,0,0,22,1,3.04
50,-0.469,0,0,22,1,1.93
50,-0.295,0,0,22,1,0.8
50,-2.19,0,1,19.8,1,0.69
50,-2.88,0,1,26,1,0.69
50,-2.86,0,1,30,1,0.75
50,-2.34,0,1,25,1,0.64
50,-3.05,0,1,20,1,0.59
50,-3.02,0,1,30,1,0.67
50,-0.186,0,1,25,1,1.05
50,-0.19,0,1,25,1,0.73
50,-0.211,0,1,30.1,1,0.94
50,-0.155,0,1,20.4,1,0.84
50,-0.147,0,1,20.2,1,0.86
50,-0.238,0,1,30,1,0.87
50,-0.246,0,1,30.2,1,0.81
50,-0.172,0,1,25.1,1,0.84
50,-0.15,0,1,20.7,1,0.93
50,-0.218,1,1,22,1,0.9
50,-1.05,1,1,22,1,2.8
50,-1.96,1,1,22,1,4.8
50,-2.84,1,1,22,1,6.8
50,-3.65,1,1,22,1,8.4
50,-4.17,1,1,22,1,9.7
50,-4.39,1,0,22,1,8.6
50,-3.62,1,0,22,1,8
0,-29.6,1,0,22,3,4.2
0,-13.8,1,0,22,1,2.93
0,-1.91,1,0,22,1,1.1
0,-15,1,1,22,1,1.04
0,-45,1,1,22,1,3.12
0,-62,1,1,22,1,5.27
0,-99,1,1,22,1,7.1
0,-54,1,0,22,1,5.1
0,-49,1,0,22,1,3.62
0,-7,1,0,22,1,0.82
0,-2.84,1,1,22,1,0.6
0,-2.84,1,1,22,1,0.56
0,-8.84,1,1,22,1,1.49
0,-10.5,1,1,22,1,1.63
0,-11.5,1,1,22,1,1.88
0,-23.7,1,1,22,1,3.37
0,-32.5,1,1,22,1,3.75
0,-49.2,1,1,22,1,6.15
0,-49.5,1,1,22,1,6.06
0,-31.7,1,1,22,1,6.47
0,-20.2,1,0,22,1,3.64
0,-4.78,1,0,22,1,0.7
0,-5.91,1,1,10.4,1,0.95
0,-1.97,1,1,10.9,1,0.95
0,-1.84,1,1,11,1,0.95
0,-7.84,1,1,15.3,1,0.95
0,-1.84,1,1,15.4,1,0.95
0,-1.84,1,1,15.5,1,0.95
0,-9.03,1,1,20.3,1,0.95
0,-3.72,1,1,20.3,1,0.95
0,-3.34,1,1,20.5,1,0.95
0,-2.84,1,1,24.9,1,0.95
0,-1.84,1,1,24.9,1,0.95
0,-2.47,1,1,24.9,1,0.95
0,-15.5,1,1,30.1,1,0.95
0,-2.84,1,1,29.9,1,0.95
0,-2.28,1,1,29.8,1,0.95
0,-8.84,1,1,35.6,1,0.95
0,-2.66,1,1,35.2,1,0.95
0,-0.969,1,1,34.8,1,0.95
0,-8.41,1,1,40.8,1,0.95
0,-1.34,1,1,39.9,1,0.95
0,-1.84,1,1,40.5,1,0.95
0,-1.91,1,1,46.3,1,0.95
0,0.219,1,1,45.3,1,0.95
0,1.28,1,1,44.9,1,0.95
0,-2.59,1,1,9.9,1,0.95
0,-1.53,1,1,10.2,1,0.95
0,-1.84,1,1,15.2,1,0.95
0,-0.844,1,1,15,1,0.95
0,-2.84,1,1,20,1,0.95
0,-0.906,1,1,20,1,0.95
0,-3.84,1,1,24.8,1,0.95
0,-1.78,1,1,24.8,1,0.95
0,-4.78,1,1,30,1,0.95
0,-1.78,1,1,29.5,1,0.95
0,-6.22,1,1,35,1,0.95
0,-1.72,1,1,34.5,1,0.95
0,-4.84,1,1,40,1,0.95
0,-2.72,1,1,40.2,1,0.95
0,-3.78,1,1,45.2,1,0.95
0,-3.16,1,1,45,1,0.95
0,-73.2,1,0,22,1,6.6
0,-69.7,1,0,22,1,5
0,-26.8,1,0,22,1,3.2
0,-10.1,1,0,22,1,1.3
0,-7.47,0,1,22,1,4.31
0,-5.66,0,1,22,1,4.32
0,-3.91,0,1,22,1,4.36
0,-4.91,0,1,22,1,4.38
0,-5.34,0,1,22,1,4.39
0,-3.91,0,1,22,1,4.4
0,-4.47,0,1,22,1,4.42
0,-5.16,0,1,22,1,4.43
0,-3.78,0,1,22,1,4.5
0,-5.59,0,1,22,1,4.51
0,-4.03,0,1,22,1,4.52
0,-6.16,1,1,22,1,1.04
0,-29.2,1,1,22,1,3.12
0,-34.1,1,1,22,1,5.27
0,-61,1,1,22,1,7.1
0,-34.1,1,0,22,1,5.1
0,-28.4,1,0,22,1,3.62
0,-3.97,1,0,22,1,0.82
0,-57,1,0,22,1,7.94
0,-14.7,1,1,22,2,0.76
0,-8.09,1,1,22,2,1.1
0,-27.2,1,1,22,2,3.2
0,-40.7,1,1,22,2,5.9
0,-64.9,1,1,22,2,7.39
0,-60.5,1,1,22,2,7.89
0,-48.9,1,0,22,2,5.98
0,-25,1,0,22,2,2.62
0,-14.7,1,0,22,2,0.86
0,-14.4,1,1,22,3,0.88
0,-25.5,1,1,22,3,2.12
0,-33.3,1,1,22,3,4.35
0,-50.3,1,1,22,3,6.26
0,-53.8,1,1,22,3,7.44
0,-46.7,1,1,22,3,8.71
0,-52,1,1,22,3,8.39
0,-25.6,1,0,22,3,2.71
0,-4.22,1,0,22,3,0.97
0,-4.09,1,1,22,1,0.93
0,-21.3,1,1,22,1,3.18
0,-59.2,1,1,22,1,4.7
0,-47,1,1,22,1,6.1
0,-75.5,1,1,22,1,7.89
0,-79.3,1,1,22,1,8.02
0,-59.3,1,0,22,1,6.12
0,-51.9,1,0,22,1,4.68
0,-38.1,1,0,22,3,6.5
1,-16.2,1,0,22,3,4.2
1,-11.7,1,0,22,1,2.93
1,-1.53,1,0,22,1,1.1
1,-6.16,1,1,22,1,1.04
1,-29.2,1,1,22,1,3.12
1,-34.1,1,1,22,1,5.27
1,-61,1,1,22,1,7.1
1,-38.1,1,0,22,1,5.1
1,-28.4,1,0,22,1,3.62
1,-3.97,1,0,22,1,0.82
1,-1.91,1,1,22,1,0.6
1,-1.91,1,1,22,1,0.56
1,-5.97,1,1,22,1,1.49
1,-6.97,1,1,22,1,1.63
1,-7.84,1,1,22,1,1.88
1,-16.5,1,1,22,1,3.37
1,-21.8,1,1,22,1,3.75
1,-33.3,1,1,22,1,6.15
1,-34,1,1,22,1,6.06
1,-22.3,1,1,22,1,6.47
1,-14,1,0,22,1,3.64
1,-2.97,1,0,22,1,0.7
1,-4.34,1,1,10.4,1,0.95
1,-1.78,1,1,10.9,1,0.95
1,-1.34,1,1,11,1,0.95
1,-5.78,1,1,15.3,1,0.95
1,-1.22,1,1,15.4,1,0.95
1,-1.34,1,1,15.5,1,0.95
1,-6.47,1,1,20.3,1,0.95
1,-2.72,1,1,20.3,1,0.95
1,-2.41,1,1,20.5,1,0.95
1,-1.91,1,1,24.9,1,0.95
1,-1.22,1,1,24.9,1,0.95
1,-1.78,1,1,24.9,1,0.95
1,-9.78,1,1,30.1,1,0.95
1,-1.84,1,1,29.9,1,0.95
1,-1.66,1,1,29.8,1,0.95
1,-5.53,1,1,35.6,1,0.95
1,-1.78,1,1,35.2,1,0.95
1,-0.844,1,1,34.8,1,0.95
1,-4.97,1,1,40.8,1,0.95
1,-0.844,1,1,39.9,1,0.95
1,-1.03,1,1,40.5,1,0.95
1,-1.16,1,1,46.3,1,0.95
1,0.156,1,1,45.3,1,0.95
1,1.09,1,1,44.9,1,0.95
1,-1.84,1,1,9.9,1,0.95
1,-0.906,1,1,10.2,1,0.95
1,-0.969,1,1,15.2,1,0.95
1,-0.781,1,1,15,1,0.95
1,-1.84,1,1,20,1,0.95
1,-0.844,1,1,20,1,0.95
1,-2.59,1,1,24.8,1,0.95
1,-0.906,1,1,24.8,1,0.95
1,-2.84,1,1,30,1,0.95
1,-0.906,1,1,29.5,1,0.95
1,-3.84,1,1,35,1,0.95
1,-0.906,1,1,34.5,1,0.95
1,-2.84,1,1,40,1,0.95
1,-1.66,1,1,40.2,1,0.95
1,-1.97,1,1,45.2,1,0.95
1,-1.91,1,1,45,1,0.95
1,-51,1,0,22,1,6.6
1,-46.8,1,0,22,1,5
1,-18.8,1,0,22,1,3.2
1,-7.28,1,0,22,1,1.3
1,-3.97,0,1,22,1,4.31
1,-3.53,0,1,22,1,4.32
1,-2.84,0,1,22,1,4.36
1,-2.91,0,1,22,1,4.38
1,-3.78,0,1,22,1,4.39
1,-2.72,0,1,22,1,4.4
1,-2.91,0,1,22,1,4.42
1,-2.91,0,1,22,1,4.43
1,-2.78,0,1,22,1,4.5
1,-2.97,0,1,22,1,4.51
1,-2.84,0,1,22,1,4.52
1,-3.84,1,1,22,1,1.04
1,-17.6,1,1,22,1,3.12
1,-20.5,1,1,22,1,5.27
1,-36.9,1,1,22,1,7.1
1,-20.5,1,0,22,1,5.1
1,-17,1,0,22,1,3.62
1,-2.78,1,0,22,1,0.82
1,-33,1,0,22,1,7.94
1,-7.97,1,1,22,2,0.76
1,-5.41,1,1,22,2,1.1
1,-17.4,1,1,22,2,3.2
1,-22.3,1,1,22,2,5.9
1,-38.3,1,1,22,2,7.39
1,-34.2,1,1,22,2,7.89
1,-27.3,1,0,22,2,5.98
1,-14.5,1,0,22,2,2.62
1,-8.16,1,0,22,2,0.86
1,-7.09,1,1,22,3,0.88
1,-13.2,1,1,22,3,2.12
1,-18,1,1,22,3,4.35
1,-26.7,1,1,22,3,6.26
1,-30.3,1,1,22,3,7.44
1,-24.8,1,1,22,3,8.71
1,-27.9,1,1,22,3,8.39
1,-14.2,1,0,22,3,2.71
1,-2.66,1,0,22,3,0.97
1,-2.84,1,1,22,1,0.93
1,-16.9,1,1,22,1,3.18
1,-42.5,1,1,22,1,4.7
1,-34.3,1,1,22,1,6.1
1,-51.8,1,1,22,1,7.89
1,-54.8,1,1,22,1,8.02
1,-41.3,1,0,22,1,6.12
1,-35.7,1,0,22,1,4.68
1,-20.3,1,0,22,3,6.5
2,-9.84,1,0,22,3,4.2
2,-8.91,1,0,22,1,2.93
2,-0.906,1,0,22,1,1.1
2,-3.84,1,1,22,1,1.04
2,-17.6,1,1,22,1,3.12
2,-20.5,1,1,22,1,5.27
2,-36.9,1,1,22,1,7.1
2,-28.1,1,0,22,1,5.1
2,-17,1,0,22,1,3.62
2,-2.78,1,0,22,1,0.82
2,-1.59,1,1,22,1,0.6
2,-1.66,1,1,22,1,0.56
2,-4.66,1,1,22,1,1.49
2,-4.97,1,1,22,1,1.63
2,-5.84,1,1,22,1,1.88
2,-12,1,1,22,1,3.37
2,-15.7,1,1,22,1,3.75
2,-24,1,1,22,1,6.15
2,-25,1,1,22,1,6.06
2,-16.8,1,1,22,1,6.47
2,-10.5,1,0,22,1,3.64
2,-2.59,1,0,22,1,0.7
2,-3.03,1,1,10.4,1,0.95
2,-1.03,1,1,10.9,1,0.95
2,-0.906,1,1,11,1,0.95
2,-3.91,1,1,15.3,1,0.95
2,-0.844,1,1,15.4,1,0.95
2,-0.906,1,1,15.5,1,0.95
2,-4.66,1,1,20.3,1,0.95
2,-1.84,1,1,20.3,1,0.95
2,-1.84,1,1,20.5,1,0.95
2,-1.53,1,1,24.9,1,0.95
2,-0.906,1,1,24.9,1,0.95
2,-0.969,1,1,24.9,1,0.95
2,-6.22,1,1,30.1,1,0.95
2,-1.03,1,1,29.9,1,0.95
2,-0.906,1,1,29.8,1,0.95
2,-3.53,1,1,35.6,1,0.95
2,-0.906,1,1,35.2,1,0.95
2,-0.656,1,1,34.8,1,0.95
2,-3.03,1,1,40.8,1,0.95
2,-0.781,1,1,39.9,1,0.95
2,-0.844,1,1,40.5,1,0.95
2,-0.844,1,1,46.3,1,0.95
2,-0.0469,1,1,45.3,1,0.95
2,0.656,1,1,44.9,1,0.95
2,-1.09,1,1,9.9,1,0.95
2,-0.844,1,1,10.2,1,0.95
2,-0.844,1,1,15.2,1,0.95
2,-0.531,1,1,15,1,0.95
2,-1.16,1,1,20,1,0.95
2,-0.469,1,1,20,1,0.95
2,-1.78,1,1,24.8,1,0.95
2,-0.844,1,1,24.8,1,0.95
2,-1.84,1,1,30,1,0.95
2,-0.781,1,1,29.5,1,0.95
2,-2.59,1,1,35,1,0.95
2,-0.781,1,1,34.5,1,0.95
2,-1.84,1,1,40,1,0.95
2,-0.844,1,1,40.2,1,0.95
2,-1.16,1,1,45.2,1,0.95
2,-0.969,1,1,45,1,0.95
2,-37.3,1,0,22,1,6.6
2,-33.2,1,0,22,1,5
2,-13.8,1,0,22,1,3.2
2,-5.59,1,0,22,1,1.3
2,-2.97,0,1,22,1,4.31
2,-2.84,0,1,22,1,4.32
2,-2.03,0,1,22,1,4.36
2,-2.84,0,1,22,1,4.38
2,-2.91,0,1,22,1,4.39
2,-1.91,0,1,22,1,4.4
2,-2.84,0,1,22,1,4.42
2,-2.78,0,1,22,1,4.43
2,-1.97,0,1,22,1,4.5
2,-2.78,0,1,22,1,4.51
2,-2.22,0,1,22,1,4.52
2,-2.78,1,1,22,1,1.04
2,-11.2,1,1,22,1,3.12
2,-13.3,1,1,22,1,5.27
2,-24.2,1,1,22,1,7.1
2,-20.5,1,0,22,1,5.1
2,-10.8,1,0,22,1,3.62
2,-1.84,1,0,22,1,0.82
2,-20.8,1,0,22,1,7.94
2,-4.78,1,1,22,2,0.76
2,-3.84,1,1,22,2,1.1
2,-11.8,1,1,22,2,3.2
2,-13.5,1,1,22,2,5.9
2,-25.2,1,1,22,2,7.39
2,-21.8,1,1,22,2,7.89
2,-17.2,1,0,22,2,5.98
2,-9.09,1,0,22,2,2.62
2,-4.84,1,0,22,2,0.86
2,-3.84,1,1,22,3,0.88
2,-7.72,1,1,22,3,2.12
2,-10.8,1,1,22,3,4.35
2,-16.3,1,1,22,3,6.26
2,-19.3,1,1,22,3,7.44
2,-15.3,1,1,22,3,8.71
2,-17.4,1,1,22,3,8.39
2,-8.66,1,0,22,3,2.71
2,-1.72,1,0,22,3,0.97
2,-1.91,1,1,22,1,0.93
2,-13.8,1,1,22,1,3.18
2,-31.3,1,1,22,1,4.7
2,-26.3,1,1,22,1,6.1
2,-37.3,1,1,22,1,7.89
2,-39.8,1,1,22,1,8.02
2,-29.9,1,0,22,1,6.12
2,-25.5,1,0,22,1,4.68
2,-12.3,1,0,22,3,6.5
3,-6.72,1,0,22,3,4.2
3,-7.34,1,0,22,1,2.93
3,-0.844,1,0,22,1,1.1
3,-2.78,1,1,22,1,1.04
3,-11.2,1,1,22,1,3.12
3,-13.3,1,1,22,1,5.27
3,-24.2,1,1,22,1,7.1
3,-20.5,1,0,22,1,5.1
3,-10.8,1,0,22,1,3.62
3,-1.84,1,0,22,1,0.82
3,-0.969,1,1,22,1,0.6
3,-0.969,1,1,22,1,0.56
3,-3.41,1,1,22,1,1.49
3,-3.84,1,1,22,1,1.63
3,-4.22,1,1,22,1,1.88
3,-9.03,1,1,22,1,3.37
3,-11.8,1,1,22,1,3.75
3,-18.2,1,1,22,1,6.15
3,-19,1,1,22,1,6.06
3,-12.9,1,1,22,1,6.47
3,-7.91,1,0,22,1,3.64
3,-1.84,1,0,22,1,0.7
3,-2.78,1,1,10.4,1,0.95
3,-0.906,1,1,10.9,1,0.95
3,-0.844,1,1,11,1,0.95
3,-2.91,1,1,15.3,1,0.95
3,-0.844,1,1,15.4,1,0.95
3,-0.844,1,1,15.5,1,0.95
3,-3.16,1,1,20.3,1,0.95
3,-1.22,1,1,20.3,1,0.95
3,-1.03,1,1,20.5,1,0.95
3,-0.906,1,1,24.9,1,0.95
3,-0.844,1,1,24.9,1,0.95
3,-0.844,1,1,24.9,1,0.95
3,-3.97,1,1,30.1,1,0.95
3,-0.844,1,1,29.9,1,0.95
3,-0.844,1,1,29.8,1,0.95
3,-2.47,1,1,35.6,1,0.95
3,-0.844,1,1,35.2,1,0.95
3,-0.344,1,1,34.8,1,0.95
3,-2.03,1,1,40.8,1,0.95
3,-0.531,1,1,39.9,1,0.95
3,-0.781,1,1,40.5,1,0.95
3,-0.781,1,1,46.3,1,0.95
3,-0.122,1,1,45.3,1,0.95
3,0.281,1,1,44.9,1,0.95
3,-0.844,1,1,9.9,1,0.95
3,-0.719,1,1,10.2,1,0.95
3,-0.719,1,1,15.2,1,0.95
3,-0.156,1,1,15,1,0.95
3,-0.844,1,1,20,1,0.95
3,-0.156,1,1,20,1,0.95
3,-0.906,1,1,24.8,1,0.95
3,-0.594,1,1,24.8,1,0.95
3,-1.03,1,1,30,1,0.95
3,-0.531,1,1,29.5,1,0.95
3,-1.78,1,1,35,1,0.95
3,-0.469,1,1,34.5,1,0.95
3,-0.906,1,1,40,1,0.95
3,-0.719,1,1,40.2,1,0.95
3,-0.844,1,1,45.2,1,0.95
3,-0.844,1,1,45,1,0.95
3,-28.2,1,0,22,1,6.6
3,-24.3,1,0,22,1,5
3,-10.7,1,0,22,1,3.2
3,-4.03,1,0,22,1,1.3
3,-2.84,0,1,22,1,4.31
3,-2.66,0,1,22,1,4.32
3,-1.91,0,1,22,1,4.36
3,-2.16,0,1,22,1,4.38
3,-2.84,0,1,22,1,4.39
3,-1.84,0,1,22,1,4.4
3,-2.66,0,1,22,1,4.42
3,-1.97,0,1,22,1,4.43
3,-1.91,0,1,22,1,4.5
3,-2.03,0,1,22,1,4.51
3,-1.91,0,1,22,1,4.52
3,-1.84,1,1,22,1,1.04
3,-7.72,1,1,22,1,3.12
3,-9.28,1,1,22,1,5.27
3,-17,1,1,22,1,7.1
3,-20.5,1,0,22,1,5.1
3,-7.28,1,0,22,1,3.62
3,-0.969,1,0,22,1,0.82
3,-14,1,0,22,1,7.94
3,-2.91,1,1,22,2,0.76
3,-2.84,1,1,22,2,1.1
3,-8.09,1,1,22,2,3.2
3,-8.91,1,1,22,2,5.9
3,-17.9,1,1,22,2,7.39
3,-15.4,1,1,22,2,7.89
3,-11.8,1,0,22,2,5.98
3,-5.97,1,0,22,2,2.62
3,-2.91,1,0,22,2,0.86
3,-2.59,1,1,22,3,0.88
3,-4.84,1,1,22,3,2.12
3,-7.09,1,1,22,3,4.35
3,-11,1,1,22,3,6.26
3,-13.6,1,1,22,3,7.44
3,-10.7,1,1,22,3,8.71
3,-12.1,1,1,22,3,8.39
3,-5.78,1,0,22,3,2.71
3,-0.906,1,0,22,3,0.97
3,-1.59,1,1,22,1,0.93
3,-11.4,1,1,22,1,3.18
3,-23.7,1,1,22,1,4.7
3,-20.8,1,1,22,1,6.1
3,-27.9,1,1,22,1,7.89
3,-30,1,1,22,1,8.02
3,-22.4,1,0,22,1,6.12
3,-18.9,1,0,22,1,4.68
3,-8.34,1,0,22,3,6.5
4,-4.84,1,0,22,3,4.2
4,-5.97,1,0,22,1,2.93
4,-0.844,1,0,22,1,1.1
4,-1.84,1,1,22,1,1.04
4,-7.72,1,1,22,1,3.12
4,-9.28,1,1,22,1,5.27
4,-17,1,1,22,1,7.1
4,-13.3,1,0,22,1,5.1
4,-7.28,1,0,22,1,3.62
4,-0.969,1,0,22,1,0.82
4,-0.844,1,1,22,1,0.6
4,-0.844,1,1,22,1,0.56
4,-2.84,1,1,22,1,1.49
4,-2.91,1,1,22,1,1.63
4,-3.16,1,1,22,1,1.88
4,-6.97,1,1,22,1,3.37
4,-8.91,1,1,22,1,3.75
4,-14.3,1,1,22,1,6.15
4,-15,1,1,22,1,6.06
4,-10.3,1,1,22,1,6.47
4,-6.41,1,0,22,1,3.64
4,-1.66,1,0,22,1,0.7
4,-1.91,1,1,10.4,1,0.95
4,-0.844,1,1,10.9,1,0.95
4,-0.781,1,1,11,1,0.95
4,-2.47,1,1,15.3,1,0.95
4,-0.781,1,1,15.4,1,0.95
4,-0.781,1,1,15.5,1,0.95
4,-2.72,1,1,20.3,1,0.95
4,-1.06,1,1,20.3,1,0.95
4,-0.844,1,1,20.5,1,0.95
4,-0.844,1,1,24.9,1,0.95
4,-0.719,1,1,24.9,1,0.95
4,-0.781,1,1,24.9,1,0.95
4,-2.84,1,1,30.1,1,0.95
4,-0.781,1,1,29.9,1,0.95
4,-0.656,1,1,29.8,1,0.95
4,-1.84,1,1,35.6,1,0.95
4,-0.719,1,1,35.2,1,0.95
4,-0.156,1,1,34.8,1,0.95
4,-1.66,1,1,40.8,1,0.95
4,-0.219,1,1,39.9,1,0.95
4,-0.531,1,1,40.5,1,0.95
4,-0.531,1,1,46.3,1,0.95
4,-0.159,1,1,45.3,1,0.95
4,0.156,1,1,44.9,1,0.95
4,-0.844,1,1,9.9,1,0.95
4,-0.406,1,1,10.2,1,0.95
4,-0.406,1,1,15.2,1,0.95
4,-0.0312,1,1,15,1,0.95
4,-0.781,1,1,20,1,0.95
4,-0.0312,1,1,20,1,0.95
4,-0.844,1,1,24.8,1,0.95
4,-0.219,1,1,24.8,1,0.95
4,-0.844,1,1,30,1,0.95
4,-0.156,1,1,29.5,1,0.95
4,-0.906,1,1,35,1,0.95
4,-0.156,1,1,34.5,1,0.95
4,-0.844,1,1,40,1,0.95
4,-0.344,1,1,40.2,1,0.95
4,-0.719,1,1,45.2,1,0.95
4,-0.594,1,1,45,1,0.95
4,-22,1,0,22,1,6.6
4,-18.5,1,0,22,1,5
4,-8.16,1,0,22,1,3.2
4,-3.22,1,0,22,1,1.3
4,-2.47,0,1,22,1,4.31
4,-1.97,0,1,22,1,4.32
4,-1.84,0,1,22,1,4.36
4,-1.91,0,1,22,1,4.38
4,-2.84,0,1,22,1,4.39
4,-1.78,0,1,22,1,4.4
4,-2.03,0,1,22,1,4.42
4,-1.91,0,1,22,1,4.43
4,-1.84,0,1,22,1,4.5
4,-1.91,0,1,22,1,4.51
4,-1.84,0,1,22,1,4.52
4,-1.03,1,1,22,1,1.04
4,-5.47,1,1,22,1,3.12
4,-6.91,1,1,22,1,5.27
4,-12.8,1,1,22,1,7.1
4,-13.3,1,0,22,1,5.1
4,-5.09,1,0,22,1,3.62
4,-0.844,1,0,22,1,0.82
4,-10.1,1,0,22,1,7.94
4,-1.91,1,1,22,2,0.76
4,-1.91,1,1,22,2,1.1
4,-5.91,1,1,22,2,3.2
4,-6.34,1,1,22,2,5.9
4,-13.6,1,1,22,2,7.39
4,-11.8,1,1,22,2,7.89
4,-8.78,1,0,22,2,5.98
4,-4.41,1,0,22,2,2.62
4,-1.97,1,0,22,2,0.86
4,-1.84,1,1,22,3,0.88
4,-3.34,1,1,22,3,2.12
4,-5.16,1,1,22,3,4.35
4,-8.22,1,1,22,3,6.26
4,-10.2,1,1,22,3,7.44
4,-7.97,1,1,22,3,8.71
4,-9.34,1,1,22,3,8.39
4,-3.91,1,0,22,3,2.71
4,-0.844,1,0,22,3,0.97
4,-0.906,1,1,22,1,0.93
4,-9.78,1,1,22,1,3.18
4,-18.3,1,1,22,1,4.7
4,-16.8,1,1,22,1,6.1
4,-21.6,1,1,22,1,7.89
4,-23.3,1,1,22,1,8.02
4,-17.3,1,0,22,1,6.12
4,-14.5,1,0,22,1,4.68
4,-6.16,1,0,22,3,6.5
5,-4,1,0,22,3,4.2
5,-5.47,1,0,22,1,2.93
5,-0.659,1,0,22,1,1.1
5,-1.03,1,1,22,1,1.04
5,-5.47,1,1,22,1,3.12
5,-6.91,1,1,22,1,5.27
5,-12.8,1,1,22,1,7.1
5,-9.28,1,0,22,1,5.1
5,-5.09,1,0,22,1,3.62
5,-0.844,1,0,22,1,0.82
5,-0.747,1,1,22,1,0.6
5,-0.741,1,1,22,1,0.56
5,-2.3,1,1,22,1,1.49
5,-2.57,1,1,22,1,1.63
5,-2.82,1,1,22,1,1.88
5,-5.93,1,1,22,1,3.37
5,-7.3,1,1,22,1,3.75
5,-11.7,1,1,22,1,6.15
5,-12.5,1,1,22,1,6.06
5,-8.67,1,1,22,1,6.47
5,-5.37,1,0,22,1,3.64
5,-1.27,1,0,22,1,0.7
5,-1.65,1,1,10.4,1,0.95
5,-0.672,1,1,10.9,1,0.95
5,-0.603,1,1,11,1,0.95
5,-1.93,1,1,15.3,1,0.95
5,-0.547,1,1,15.4,1,0.95
5,-0.616,1,1,15.5,1,0.95
5,-2.02,1,1,20.3,1,0.95
5,-0.822,1,1,20.3,1,0.95
5,-0.816,1,1,20.5,1,0.95
5,-0.741,1,1,24.9,1,0.95
5,-0.541,1,1,24.9,1,0.95
5,-0.616,1,1,24.9,1,0.95
5,-2.19,1,1,30.1,1,0.95
5,-0.522,1,1,29.9,1,0.95
5,-0.497,1,1,29.8,1,0.95
5,-1.28,1,1,35.6,1,0.95
5,-0.516,1,1,35.2,1,0.95
5,-0.316,1,1,34.8,1,0.95
5,-1.18,1,1,40.8,1,0.95
5,-0.353,1,1,39.9,1,0.95
5,-0.422,1,1,40.5,1,0.95
5,-0.434,1,1,46.3,1,0.95
5,-0.203,1,1,45.3,1,0.95
5,0.0844,1,1,44.9,1,0.95
5,-0.578,1,1,9.9,1,0.95
5,-0.391,1,1,10.2,1,0.95
5,-0.391,1,1,15.2,1,0.95
5,-0.216,1,1,15,1,0.95
5,-0.516,1,1,20,1,0.95
5,-0.222,1,1,20,1,0.95
5,-0.603,1,1,24.8,1,0.95
5,-0.316,1,1,24.8,1,0.95
5,-0.628,1,1,30,1,0.95
5,-0.316,1,1,29.5,1,0.95
5,-0.822,1,1,35,1,0.95
5,-0.309,1,1,34.5,1,0.95
5,-0.603,1,1,40,1,0.95
5,-0.322,1,1,40.2,1,0.95
5,-0.428,1,1,45.2,1,0.95
5,-0.416,1,1,45,1,0.95
5,-17.7,1,0,22,1,6.6
5,-14.4,1,0,22,1,5
5,-6.91,1,0,22,1,3.2
5,-2.93,1,0,22,1,1.3
5,-2.29,0,1,22,1,4.31
5,-2.09,0,1,22,1,4.32
5,-1.75,0,1,22,1,4.36
5,-1.94,0,1,22,1,4.38
5,-2.52,0,1,22,1,4.39
5,-1.59,0,1,22,1,4.4
5,-2.02,0,1,22,1,4.42
5,-1.87,0,1,22,1,4.43
5,-1.82,0,1,22,1,4.5
5,-1.9,0,1,22,1,4.51
