Epochs,Lowest MAE,Smoothed Epochs,Lowest MAE Smoothed,"R: 7, 7","R: 8, 7","R: 7, 8","MAE: 7, 7","MAE: 8, 7","MAE: 7, 8"
433.0,0.5959332138299942,433.0,0.5992714021754113,,,,,,
434.0,0.5953331738710403,434.0,0.5980899336841,,,,,,
435.0,0.5994194746017456,435.0,0.5984887959593937,,,,,,
436.0,0.5948697924613953,436.0,0.5974030949099942,,,,,,
437.0,0.6012755334377289,437.0,0.5985648264683145,,,,,,
438.0,0.5946017056703568,438.0,0.5973758902289272,,,,,,
439.0,0.5994757562875748,439.0,0.5980058500465215,,,,,,
440.0,0.5941124260425568,440.0,0.596837822845332,,,,,,
441.0,0.5932460725307465,441.0,0.5957602977509564,,,,,,
442.0,0.5982372760772705,442.0,0.5965033912488507,,,,,,
443.0,0.6031855195760727,443.0,0.5985080297470172,,,,,,
444.0,0.596295177936554,444.0,0.5978441742038783,,,,,,
445.0,0.593180388212204,445.0,0.596445038406376,,,,,,
446.0,0.5931414514780045,446.0,0.5954539623278645,,,,,,
447.0,0.5911048203706741,447.0,0.5941492197407074,,,,,,
448.0,0.5922867208719254,448.0,0.5935904700800728,,,,,,
449.0,0.5959805101156235,449.0,0.594307482090738,,,,,,
450.0,0.5908204317092896,450.0,0.5932613669763035,,,,,,
451.0,0.5948859304189682,451.0,0.5937487360091029,,,,,,
452.0,0.5928270518779755,452.0,0.5934722307697647,,,,,,
453.0,0.5907330363988876,453.0,0.5926504724585016,,,,,,
454.0,0.5949700623750687,454.0,0.5933463494334716,,,,,,
455.0,0.5902707725763321,455.0,0.5924236763763298,,,,,,
456.0,0.5932385474443436,456.0,0.5926681376967339,,,,,,
457.0,0.5951293408870697,457.0,0.5934064986538347,,,,,,
458.0,0.5871274769306183,458.0,0.5915227921368698,,,,,,
459.0,0.5842825472354889,459.0,0.5893507186664555,,,,,,
460.0,0.5908605307340622,460.0,0.5898036622867375,,,,,,
461.0,0.5820427983999252,461.0,0.5874754031206939,,,,,,
462.0,0.5936203747987747,462.0,0.5893188946241181,,,,,,
463.0,0.5846155285835266,463.0,0.5879078848119407,,,,,,
464.0,0.5866345018148422,464.0,0.5875258699128112,,,,,,
465.0,0.5860259383916855,465.0,0.5870758904564735,,,,,,
466.0,0.5899066925048828,466.0,0.5879251310709963,,,,,,
467.0,0.585334300994873,467.0,0.5871478820481594,,,,,,
468.0,0.5851608961820602,468.0,0.5865517862883296,,,,,,
469.0,0.5855351090431213,469.0,0.5862467831147672,,,,,,
470.0,0.5823814272880554,470.0,0.5850871763667537,,,,,,
471.0,0.5851223766803741,471.0,0.5850977364608398,,,,,,
472.0,0.584465965628624,472.0,0.5849082052111751,,,,,,
473.0,0.5814121514558792,473.0,0.5838593890845863,,,,,,
474.0,0.5852708667516708,474.0,0.5842828323847117,,,,,,
475.0,0.5848861932754517,475.0,0.5844638406519337,,,,,,
476.0,0.5843317955732346,476.0,0.584424227128324,,,,,,
477.0,0.5813109576702118,477.0,0.5834902462908904,,,,,,
478.0,0.579637885093689,478.0,0.58233453793173,,,,,,
479.0,0.5885191559791565,479.0,0.584189923345958,,,,,,
480.0,0.5792504400014877,480.0,0.582708078342617,,,,,,
481.0,0.5796938687562943,481.0,0.5818038154667202,,,,,,
482.0,0.579437181353569,482.0,0.5810938252327749,,,,,,
483.0,0.5751452744007111,483.0,0.5793092599831557,,,,,,
484.0,0.578051283955574,484.0,0.5789318671748812,,,,,,
485.0,0.5742889642715454,485.0,0.5775389963038805,,,,,,
486.0,0.5791435241699219,486.0,0.578020354663693,,,,,,
487.0,0.5771906077861786,487.0,0.5777714306004387,,,,,,
488.0,0.5808207988739014,488.0,0.5786862410824775,,,,,,
489.0,0.5776446163654327,489.0,0.578373753667364,,,,,,
490.0,0.5747683197259903,490.0,0.5772921234849518,,,,,,
491.0,0.5731271803379059,491.0,0.5760426405408381,,,,,,
492.0,0.5799858868122101,492.0,0.5772256144222497,,,,,,
493.0,0.5806426405906677,493.0,0.5782507222727751,,,,,,
494.0,0.5747837573289871,494.0,0.5772106327896387,,,,,,
495.0,0.5750155597925186,495.0,0.5765521108905027,,,,,,
496.0,0.5735353529453278,496.0,0.5756470835069503,,,,,,
497.0,0.5744972676038742,497.0,0.5753021387360274,,,,,,
498.0,0.5810660123825073,498.0,0.5770313008299714,,,,,,
499.0,0.576941967010498,499.0,0.5770045006841295,,,,,,
500.0,0.5737889558076859,500.0,0.5760398372211963,,,,,,
,,,,0.9134835302829742,0.9431262612342834,0.9414596259593964,,,
,,,,,,,0.7057589292526245,0.5564033091068268,0.5551313757896423
